browser_type;login_attempts;duration;packet_size;encryption_used;ip_reputation_score;failed_logins;unusual_time_access;protocol_ICMP;protocol_TCP;protocol_UDP;attack
4;0.4166666666666667;0.2554077324269213;0.4856674856674857;0;0.15706464856918437;0.6;0.0;0;1;0;1
3;0.3333333333333333;0.21615589899852078;0.5462735462735463;0;0.27383938862203566;0.4;0.0;0;0;1;1
4;0.16666666666666666;0.10437450338601928;0.22194922194922195;0;0.13083059604932432;0.6;0.0;0;1;0;1
4;0.5;0.1008744454665447;0.5143325143325144;0;0.5648724828469582;0.4;0.0;0;0;1;1
4;0.3333333333333333;0.24646669177533043;0.42424242424242425;1;0.24987514452904225;0.2;0.0;0;0;1;0
2;0.5833333333333334;0.057944666522083056;0.4914004914004914;1;0.39983342674104333;0.4;0.0;0;1;0;1
3;0.3333333333333333;0.007093010410678133;0.6674856674856675;1;0.10686111724875387;0.0;0.0;0;1;0;1
4;0.0;0.07065422788711227;0.31613431613431614;1;0.27692883407191926;0.4;0.0;0;0;1;0
4;0.5833333333333334;0.08969952002987926;0.2334152334152334;1;0.2606884393638103;0.2;0.0;0;1;0;1
4;0.0;0.08864288448989392;0.2113022113022113;1;0.21416134819357383;0.2;0.0;0;1;0;0
4;0.08333333333333333;0.019198448567062504;0.22276822276822278;1;0.12434199399826565;0.4;0.0;0;1;0;1
4;0.3333333333333333;0.17014306154605463;0.343980343980344;1;0.42661788840054976;0.2;1.0;0;1;0;1
2;0.3333333333333333;0.14642999303109652;0.41277641277641275;0;0.20247055779148332;0.4;0.0;1;0;0;1
4;0.3333333333333333;0.02899056392101053;0.4021294021294021;1;0.5958018814751789;0.2;0.0;0;1;0;0
3;0.4166666666666667;0.08908263359350505;0.49221949221949224;0;0.5401098199204651;0.6;0.0;0;1;0;1
3;0.9166666666666666;0.1737535777401246;0.35872235872235875;0;0.32080324341988836;0.2;0.0;0;1;0;1
3;0.25;0.000788807578719574;0.5945945945945946;0;0.210973423789541;0.4;0.0;0;0;1;1
3;0.16666666666666666;0.03573596532910188;0.31367731367731366;1;0.0707144099959979;0.0;1.0;0;0;1;0
2;0.25;0.07100030968060532;0.8026208026208026;1;0.5401836480543939;0.4;0.0;0;1;0;0
4;0.0;0.20739215556017193;0.4594594594594595;1;0.24597764631745136;0.6;0.0;0;1;0;1
4;0.25;0.17843522548641266;0.21621621621621623;0;0.300054447962588;0.4;0.0;0;1;0;0
4;0.5;0.018143502814633013;0.180999180999181;0;0.27355086923551836;0.4;1.0;0;1;0;1
4;0.08333333333333333;0.06905824307822812;0.4357084357084357;1;0.12521239738129808;0.4;0.0;0;1;0;0
3;0.08333333333333333;0.040356193239289885;0.3202293202293202;1;0.43658989630892675;0.4;0.0;1;0;0;0
4;0.0;0.057034837293928456;0.47338247338247336;1;0.2723112113744312;0.4;0.0;0;1;0;0
4;0.25;0.08648396680708097;0.43407043407043405;1;0.8771196423480734;0.4;0.0;0;1;0;1
4;0.25;0.07690843282549008;0.3447993447993448;0;0.09655165570332762;0.4;0.0;0;0;1;0
2;0.08333333333333333;0.016916030406109152;0.21785421785421785;1;0.5949332746226529;0.0;0.0;0;1;0;0
2;0.5;0.014367785361633781;0.10892710892710893;1;0.47906826140427056;0.4;0.0;0;1;0;1
2;0.3333333333333333;0.015460170954303017;0.2833742833742834;1;0.4214651054033984;0.2;0.0;0;1;0;0
1;0.25;0.2047364014123948;0.49713349713349714;0;0.11592236771998184;0.6;0.0;0;1;0;1
3;0.3333333333333333;0.0021710194833323556;0.3914823914823915;1;0.33438430445078826;0.2;1.0;0;0;1;0
4;0.25;0.025093991742992802;0.15233415233415235;1;0.18743651135749587;0.2;0.0;0;1;0;0
4;0.5;0.34720788400285707;0.38493038493038495;0;0.26321853158774405;0.2;0.0;0;1;0;1
2;0.3333333333333333;0.007530202649366373;0.4201474201474201;1;0.322142375921807;0.2;0.0;0;1;0;0
4;0.3333333333333333;0.004047069523836837;0.21212121212121213;0;0.29847605199395966;0.2;0.0;0;0;1;0
3;0.3333333333333333;0.05444339997679933;0.38165438165438165;0;0.32448230327215444;0.4;0.0;0;1;0;0
4;0.08333333333333333;0.018170770846847116;0.36609336609336607;1;0.14799046185230885;0.4;0.0;0;1;0;0
4;0.16666666666666666;0.0927458774693127;0.16953316953316952;0;0.09098065955761599;0.6;0.0;1;0;0;1
3;0.3333333333333333;0.04592477364519527;0.4152334152334152;0;0.10464689038966264;0.0;0.0;0;1;0;0
0;0.16666666666666666;0.02601359083454781;0.4488124488124488;0;0.5768035140250825;0.4;0.0;0;0;1;0
4;0.16666666666666666;0.7312359797947717;0.533988533988534;1;0.08481140504061292;0.4;0.0;0;1;0;0
3;0.08333333333333333;0.04635004201451098;0.5290745290745291;0;0.4000320799196414;0.6;0.0;0;1;0;1
2;0.3333333333333333;0.11391835350750552;0.13104013104013104;0;0.2831270116007644;0.4;0.0;0;1;0;0
4;0.25;0.23051760496737272;0.2031122031122031;1;0.2537153486045393;0.2;0.0;0;1;0;0
4;0.5833333333333334;0.2843321972991658;0.44144144144144143;1;0.7039870839423819;0.6;0.0;0;1;0;1
2;0.5;0.058662746872541006;0.4406224406224406;1;0.2306329821218356;0.6;0.0;0;1;0;1
4;0.0;0.41565112512413094;0.44144144144144143;0;0.29680203862068255;0.4;0.0;0;1;0;0
4;0.3333333333333333;0.1433990642166642;0.9877149877149877;0;0.8376187347133917;0.2;0.0;0;1;0;1
4;0.5;0.09732613777247846;0.45045045045045046;1;0.158730459864726;0.6;0.0;0;1;0;1
4;0.08333333333333333;0.1314281537696677;0.542997542997543;1;0.7044154250479606;0.2;0.0;1;0;0;1
4;0.5833333333333334;0.049611580608957796;0.5126945126945127;1;0.22818930131429185;0.2;0.0;0;1;0;1
2;0.16666666666666666;0.06138914363765128;0.46355446355446356;1;0.3638996296668846;0.4;0.0;1;0;0;0
4;0.08333333333333333;0.09812824767521817;0.3046683046683047;1;0.38724203130914425;0.0;0.0;0;1;0;0
4;0.5;0.043966001556151504;0.48075348075348073;1;0.29354609764164447;0.4;0.0;0;1;0;1
1;0.16666666666666666;0.16288399163368353;0.23013923013923013;1;0.41179608358028086;0.2;1.0;0;1;0;1
0;0.25;0.032101420420764575;0.3177723177723178;1;0.1881021731479475;0.6;0.0;0;0;1;1
4;0.4166666666666667;0.17724512487826577;0.27682227682227684;1;0.4514949102203677;0.2;0.0;0;0;1;1
4;0.5;0.018296263185434678;0.3701883701883702;0;0.2760017077711027;0.4;1.0;0;1;0;1
4;0.16666666666666666;0.02720451355402843;0.7354627354627354;1;0.6121557496085215;0.2;1.0;0;0;1;0
4;0.08333333333333333;0.1555653095648352;0.050778050778050775;1;0.2699152107294336;0.2;0.0;0;1;0;1
4;0.5;0.03390698760150185;0.4692874692874693;1;0.13162423756994998;0.2;0.0;0;1;0;1
3;0.16666666666666666;0.17647500515197437;0.09254709254709255;1;0.11981410401235515;0.2;0.0;1;0;0;0
4;0.3333333333333333;0.17037809633240716;0.27927927927927926;1;0.7895153072480241;0.0;0.0;0;0;1;1
1;0.16666666666666666;0.03302856221703314;0.5348075348075348;1;0.6640509929677015;0.4;0.0;1;0;0;1
4;0.08333333333333333;0.008374435782813123;0.3669123669123669;1;0.46116839033202206;0.6;1.0;0;1;0;1
3;0.3333333333333333;0.02017602672362276;0.18018018018018017;1;0.5100143263464987;0.2;0.0;0;1;0;0
4;0.3333333333333333;0.15530999968814077;0.23914823914823916;1;0.25896820531942105;0.2;0.0;0;1;0;0
3;0.75;0.20881030538323495;0.46764946764946763;1;0.0759308627084349;0.6;0.0;0;1;0;1
4;0.3333333333333333;0.053669926148722326;0.23669123669123668;1;0.46075566883378744;0.0;0.0;0;0;1;0
2;0.25;0.019890530175897057;0.3923013923013923;0;0.17529847134026494;0.0;0.0;0;1;0;0
4;0.3333333333333333;0.008661549335147609;0.36445536445536447;1;0.7169593232423768;0.4;0.0;0;1;0;1
4;0.25;0.026980835567134154;0.2497952497952498;0;0.47655245801159607;0.2;0.0;0;1;0;0
4;0.3333333333333333;0.43347118866181994;0.7076167076167076;1;0.23512745924976486;0.4;0.0;0;1;0;0
4;0.4166666666666667;0.020699455569249264;0.46027846027846026;0;0.5262469980199129;0.2;0.0;0;1;0;1
4;0.16666666666666666;0.009956471195460748;0.02457002457002457;1;0.1787839978309738;0.4;0.0;0;1;0;0
4;0.25;0.17120669590432913;0.38738738738738737;1;0.34172752187076255;0.0;0.0;0;0;1;0
4;0.4166666666666667;0.10625542718252753;0.24815724815724816;0;0.5964394281208095;0.2;0.0;0;1;0;0
4;0.25;0.08508708978461378;0.4963144963144963;0;0.6834177704677818;0.4;0.0;0;0;1;1
4;0.25;0.06601658381659535;0.22686322686322685;0;0.12122944078925524;0.2;0.0;0;1;0;1
4;0.3333333333333333;0.13457830034287455;0.33824733824733827;1;0.18858420647588187;0.0;0.0;0;1;0;0
2;0.16666666666666666;0.1332848274380359;0.438984438984439;1;0.34220869326160064;0.2;0.0;0;1;0;0
4;0.3333333333333333;0.06139311106957151;0.4987714987714988;1;0.26390481134770105;0.6;0.0;0;0;1;1
3;0.16666666666666666;0.029624433127869332;0.1597051597051597;1;0.6395549757070622;0.6;0.0;0;1;0;1
2;0.16666666666666666;0.20471899747952088;0.3022113022113022;0;0.4999459356313689;0.6;1.0;0;1;0;1
4;0.75;0.019944257175352434;0.27927927927927926;1;0.6169436600342317;0.2;0.0;0;1;0;1
3;0.25;0.08489230945118974;0.2497952497952498;1;0.33085786500580255;0.4;0.0;0;1;0;0
3;0.25;0.13120881889920658;0.6461916461916462;1;0.42823669072974024;0.6;0.0;0;0;1;1
4;0.08333333333333333;0.11326028612797116;0.4226044226044226;1;0.1329029441035716;0.4;0.0;0;0;1;0
4;0.3333333333333333;0.10723846268015755;0.14987714987714987;0;0.13569743629449957;0.4;0.0;0;1;0;1
4;0.16666666666666666;0.12078991926243171;0.506961506961507;1;0.31771141290625693;0.0;0.0;0;1;0;0
4;0.4166666666666667;0.23188883341217809;0.7043407043407044;1;0.31021096597053754;0.4;0.0;0;0;1;0
3;0.25;0.050529123927593234;0.5257985257985258;1;0.26734148684960213;0.4;1.0;0;1;0;0
4;0.16666666666666666;0.10978999679949461;0.10810810810810811;1;0.28370220871675217;0.2;0.0;0;1;0;0
